product_id,post_name,product_type,priorite_decisionnelle,decision_score,bc05_iforest_flag,bc05_iforest_score,if_component,knn_component,kmeans_component,shap_component,impact_component,shap_top_driver,lecture_strategique,price,purchase_price,taux_marge,stock_quantity,total_sales_clean,ca_par_article
4709,albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011,Vin,Normal,0.31948935371486675,False,0.10494833483300059,0.6436363636363637,0.22787878787878788,0.5112272727272728,0.04138596139109168,0.0,bc05_std_price,Conforme au profil courant,44.0,22.05,,7,6.0,
5393,australie-harkham-wines-old-vines-2011,Vin,Normal,0.31896865354503035,False,0.11120219146013549,0.5321212121212121,0.3515151515151515,0.5500533764036302,0.06521253145091896,0.0,bc05_std_taux_marge,Conforme au profil courant,35.3,18.06,,7,4.0,
5491,marc-colin-et-fils-santenay-rouge-2017,Vin,Normal,0.31871574510862405,False,0.10642861688169053,0.6309090909090909,0.4793939393939394,0.13726549761575144,0.12974405314746215,0.0,bc05_std_price,Conforme au profil courant,26.5,13.01,,18,8.0,
5704,domaine-de-lecu-muscadet-gneiss-2015,Vin,Normal,0.3176923662399578,False,0.11167776131016327,0.5206060606060606,0.48848484848484847,0.3175685279187817,0.16178299173352662,0.0,bc05_std_price,Conforme au profil courant,16.9,8.3,,35,11.0,
4783,maurice-schoech-pinot-gris-vendanges-tardives-2015,Vin,Normal,0.31751822522609124,False,0.11140229517884936,0.5236363636363637,0.5806060606060606,0.25138670973696353,0.06598097553425487,0.0,bc05_std_purchase_price,Conforme au profil courant,29.5,15.85,,16,8.0,
5747,boudignon-anjou-blanc-2018,Vin,Normal,0.31599694549863466,False,0.11621825943523151,0.4315151515151515,0.6751515151515152,0.2802351945854484,0.09476817825968928,0.0,bc05_std_price,Conforme au profil courant,24.5,12.15,,12,5.0,
6826,,,Normal,0.31586558045251273,False,0.11863369243331345,0.39151515151515154,0.713939393939394,0.29550792185817565,0.11296967931362081,0.0,bc05_std_purchase_price,Conforme au profil courant,18.0,8.93,,11,,
6280,borie-de-maurel-minervois-blanc-belle-aude-2018,Vin,Normal,0.31582676771669765,False,0.10793066789185951,0.5975757575757575,0.3406060606060606,0.4210836794339332,0.05270276407668302,0.0,bc05_std_purchase_price,Conforme au profil courant,10.4,5.53,,38,11.0,
4654,thierry-germain-saumur-champigny-la-marginale-2016__trashed,Vin,Normal,0.31482161942654774,False,0.11617919202159588,0.43272727272727274,0.6175757575757576,0.3536291339793878,0.08443915996306303,0.0,bc05_std_taux_marge,Conforme au profil courant,33.4,17.43,,14,9.0,
6628,weingut-besson-strasser-zurich-blauer-zweigelt-2016,Vin,Normal,0.3140901602844204,False,0.12260998095434095,0.31272727272727274,0.6836363636363636,0.483871558221812,0.1096397200569402,0.0,bc05_std_taux_marge,Conforme au profil courant,32.2,16.8,,7,5.0,
4907,alphonse-mellot-coteaux-charitois-rouge-les-penitents-2015,Vin,Normal,0.31401425798749927,False,0.10942236478743939,0.5624242424242424,0.5139393939393939,0.22508367943393323,0.08736554557257825,0.0,bc05_std_price,Conforme au profil courant,22.9,12.42,,32,10.0,
4870,triennes-igp-mediterranee-rose-2019,Vin,Normal,0.31388425042922746,False,0.11233832989892834,0.5096969696969696,0.07636363636363637,0.5916291339793878,0.06958062150501144,0.2,bc05_std_taux_marge,Conforme au profil courant,9.3,4.81,,0,16.0,
4860,philippe-nusswitz-duche-uzes-orenia-rose-2019,Vin,Normal,0.3128209668153405,False,0.08573623542002029,0.7490909090909091,0.20303030303030303,0.28150792185817564,0.05261445203280786,0.0,bc05_std_price,Conforme au profil courant,8.7,4.63,,29,9.0,
4274,domaine-serol-mousseux-turbullent,Vin,Normal,0.31201523292796934,False,0.111130676538575,0.5363636363636364,0.00787878787878788,0.5716897400399937,0.13776923437121857,0.2,bc05_std_price,Conforme au profil courant,12.9,6.33,,0,8.0,
6108,gilles-robin-cornas-2016,Vin,Normal,0.3117885397886454,False,0.10629909055090592,0.6345454545454545,0.20787878787878789,0.47177272727272723,0.09083236758342374,0.0,bc05_std_price,Conforme au profil courant,46.0,24.72,,7,4.0,
